1-a.wav,"não entendi essa"
10-a.wav,"fale mais alto, eu não consigo ouvi-lo?"
11-a.wav,"Eu não entendi essa, pode repetir?"
12-a.wav,"desculpe, pode repetir?"
13-a.wav,"desculpe, não entendi essa?"
14-a.wav,"eu simplesmente não consigo ouvir tu?"
2-a.wav,"repete, por favor?"
3-a.wav,"Não entendi?"
4-a.wav,"Repita?"
5-a.wav,"Reboxa, por favor?"
6-a.wav,"Eu não entendi?"
7-a.wav,"Parece que está com uma batata na boca, não entendi nada!"
8-a.wav,"Que dicção horrível não entendo nada o que tu fala"
9-a.wav,"Não te ouvi, falou alguma coisa?"
