10-a.wav,"vamos, não faça isso, nos diga que você está bem"
1_rq_suffix_please-a.wav,"você está bem? responda-me se puder"
2_rq_suffix_please-a.wav,"responda-me se puder?"
3-a.wav,"vem, você está bem?"
4-a.wav,"põe para funcionar, responde, por favor"
5-a.wav,"você pode me ouvir? responda por favor"
6-a.wav,"você pode responder, por favor, você está bem?"
7-a.wav,"vamos, você está bem? responda"
8-a.wav,"você pode me ouvir, responda, por favor, você está bem?"
sweary_9-a.wav,"vem logo, nós todos estamos nos ferrando aqui, diz para gente que você está bem"
