1-a.wav,"os comissários nos advertiram por cortar a pista, mantenha se entre as linhas brancas"
10-a.wav,"limites da pista, fique atento aquelas linhas"
11-a.wav,"os comissários nos advertiram sobre os limites da pista, fique entre as linhas"
16-a.wav,"fomos avisados sobre os limites da pista"
19-a.wav,"recebemos um aviso sobre os limites da pista"
1_op_prefix_ok-a.wav,"saímos dos limites da pista, mantenha se entre as linhas brancas"
1_rq_suffix_please-a.wav,"tivemos um aviso de corte, mantenha tudo em ordem"
21-a.wav,"mantenha dentro dos limites da pista"
2_op_prefix_ok-a.wav,"acabamos de cortar a pista"
2_op_suffix_please-a.wav,"você cortou o trajeto, mantenha bonito e organizado"
3-a.wav,"acabamos de receber um aviso por cortar a pista"
3_rq_suffix_please-a.wav,"fique entre as linhas da pista"
4-a.wav,"limites da pista"
4_rq_suffix_please-a.wav,"preste atenção aos limites da pista"
