10-a.wav,"você recebeu um pequeno dano na carroceria"
11-a.wav,"estamos vendo um pequeno dano aerodinâmico"
12-a.wav,"parece que você teve alguns danos pequenos na carroceria"
1_op_prefix_ok-a.wav,"você está com alguns danos aerodinâmicos"
2_op_prefix_ok-a.wav,"você está com um dano pequeno no aerodinâmico"
3_op_prefix_ok-a.wav,"a carroceria está um pouco danificada"
4_op_prefix_ok-a.wav,"você teve alguns danos aerodinâmicos menores, dá para continuar"
5-a.wav,"você teve um pouco de dano na carroceria, não está muito ruim"
6-a.wav,"você tem um pouco de dano na carroceria"
7-a.wav,"vejo algum dano aerodinâmico, mas parece pequeno"
8-a.wav,"estamos vendo alguns danos menores no aerodinâmico"
9-a.wav,"estamos vendo um pouco de dano na carroceria lá"
