1-a.wav,"bandeira verde, você está livre"
10-a.wav,"incidente finalizado, bandeira verde"
11-a.wav,"incidente finalizado, bandeira verde"
12-a.wav,"incidente finalizado, bandeira verde"
13-a.wav,"incidente finalizado, bandeira verde"
2-a.wav,"tudo livre agora, incidente finalizado"
3-a.wav,"bandeira verde"
4-a.wav,"incidente finalizado, bandeira verde"
5-a.wav,"bandeira verde, pista liberada"
6-a.wav,"bandeira verde, você está livre"
7-a.wav,"incidente finalizado, bandeira verde"
8-a.wav,"incidente finalizado, bandeira verde"
9-a.wav,"incidente finalizado, bandeira verde"
