1-a.wav,"fique atento aos limites da pista"
10-a.wav,"limites da pista, esta volta será deletada"
11-a.wav,"fique de olho nos limites da pista, eles vão anular essa volta"
12-a.wav,"esta volta não contará, você cortou a pista"
13-a.wav,"os comissários nos advertiram por cortar a pista, eles eliminarão esta volta"
14-a.wav,"esta volta será deletada, fique atento aos limites da pista"
15_op_prefix_oh_dear-a.wav,"vamos, mantenha entre as linhas, eles vão deletar essa volta"
16-a.wav,"põe na linha, mantém entre as linhas brancas, essa volta não vai contar"
17-a.wav,"esta volta não contará, fique atento aos limites da pista"
18-a.wav,"esta volta será deletada, fique atento aos limites da pista"
19_op_prefix_oh_dear-a.wav,"vamos, cara, preste atenção aos limites da pista, esta volta não vai contar"
2-a.wav,"mantenha entre as linhas brancas"
20-a.wav,"limites da pista, esta volta será apagada"
21-a.wav,"eles irão deletar esta volta, você cortou a pista"
22-a.wav,"limites da pista, a volta não será contada"
23-a.wav,"põe na linha, presta atenção nos limites da pista, esta volta será deletada"
24-a.wav,"esta volta será anulada, fique atento aos limites da pista"
3-a.wav,"você saiu dos limites da pista aí"
4-a.wav,"fique atento aos limites da pista"
5-a.wav,"limites da pista, vamos, mantenha entre as linhas brancas"
6-a.wav,"limites da pista, isso invalidará essa volta"
7-a.wav,"limites da pista, vai logo, esta volta não será contada"
8-a.wav,"esta volta não contará, limites da pista"
9_op_prefix_oh_dear-a.wav,"limites da pista, vai logo, essa volta será apagada"
