1-a.wav,"os comissários nos advertiram por cortar a pista, mantenha se entre as linhas brancas"
10-a.wav,"fique atento aos limites da pista ou vamos receber uma penalidade"
11-a.wav,"os comissários nos alertaram sobre os limites da pista, fique entre as linhas"
12_op_prefix_oh_dear-a.wav,"vamos, limites da pista"
13_op_prefix_oh_dear-a.wav,"limites da pista, vamos"
14-a.wav,"mantenha entre as linhas, limites da pista"
15-a.wav,"fique atento aos limites da pista, não queremos uma penalidade"
16-a.wav,"fomos avisados sobre os limites da pista"
17-a.wav,"você saiu dos limites da pista, vamos, mantenha se entre as linhas"
18-a.wav,"observe os limites da pista"
19-a.wav,"recebemos um aviso sobre os limites da pista"
2-a.wav,"mantenha entre as linhas brancas ou vamos receber uma penalidade"
20-a.wav,"fique atento aos limites da pista, vamos receber uma penalidade se não fizermos"
21-a.wav,"mantenha dentro dos limites da pista"
22-a.wav,"os comissários nos alertaram sobre os limites da pista"
23-a.wav,"fique atento aos limites da pista"
3-a.wav,"acabamos de receber um aviso por cortar a pista"
4-a.wav,"fique atento aos limites da pista"
5-a.wav,"limites da pista, vai, mantenha entre as linhas brancas"
6_op_prefix_oh_dear-a.wav,"limites da pista, vai"
7-a.wav,"vamos, limites da pista"
8-a.wav,"fomos avisados sobre os limites da pista"
9-a.wav,"vamos, limites da pista, mantenha entre as linhas"
