11-a.wav,"Cara, contínua pressionando"
12_male-a.wav,"põe para quebrar, cara, defenda com mais vontade"
13_male-a.wav,"não desista, mantenha ele sob pressão"
15_male-a.wav,"Tá bom, fique com ele"
1_op_prefix_oh_dear-a.wav,"vamos, defenda sua posição"
2_op_prefix_come_on_male-a.wav,"não entre em pânico, vamos trazê-lo de volta"
3-a.wav,"azar ruim,"
4_op_suffix_come_on-a.wav,"não entre em pânico"
5_op_prefix_come_on_male-a.wav,"não deixe ele escapar"
7_male-a.wav,"vamos, não deixe ele escapar"
7_op_prefix_bad_luck_male-a.wav,"não deixe ele aumentar a distância"
9_op_prefix_come_on_male-a.wav,"continue pressionando, podemos trazê-lo de volta"
sweary_10_op_suffix_come_on-a.wav,"isso é decepcionante, mas merda acontece, continue empurrando"
sweary_12_male-a.wav,"merda, fique perto, você pode recuperá-lo"
sweary_13_male-a.wav,"ah, merda, veja se você consegue trazê-lo de volta"
sweary_14-a.wav,"puta que pariu, defenda essas posições"
sweary_6-a.wav,"vamos, fique atrás desse filho da puta"
sweary_8-a.wav,"Vamos pegar esse filho da puta, ultrapassa ele"
