1-a.wav,"pista livre, acelere, acelere, acelere"
10-a.wav,"saída dos boxes está livre"
11-a.wav,"a saída dos boxes parece livre"
12-a.wav,"a saída dos boxes está livre"
13-a.wav,"a saída da pits está livre, acelere"
14-a.wav,"A saída do box está livre, você pode acelerar agora"
15-a.wav,"a saída da pits está livre, acelere agora"
16-a.wav,"sua saída está livre, não cruze a linha branca"
17-a.wav,"saída da pit está livre, não cruze a linha branca"
18-a.wav,"sua saída está livre, fique de olho na linha branca"
19-a.wav,"saída da pit está livre, fique atrás da linha branca"
2-a.wav,"Livre, pé na tabua"
20-a.wav,"sua saída está livre, respeite a linha de saída dos boxes"
21-a.wav,"sua saída está liberada, não cruze a linha branca"
22-a.wav,"sua saída está liberada, não cruze a linha de saída dos boxes"
23-a.wav,"sua saída está livre dos boxes"
24-a.wav,"Não cruze a linha branca ao sair dos boxes"
3-a.wav,"saída Livre, acelere"
4-a.wav,"saída da pit está livre"
5-a.wav,"saída da pits está livre"
6-a.wav,"a saída do box está livre"
7-a.wav,"tudo livre na saída do box"
8-a.wav,"a saída da pits parece livre"
9-a.wav,"Parece que está tudo livre na saída dos boxes"
