1_male-a.wav,"carro mais rápido atrás, este cara é o líder da categoria"
1_op_prefix_ok-a.wav,"carro mais rápido se aproximando, é o líder de sua categoria"
2-a.wav,"tem um carro mais rápido atrás, este é o líder da categoria"
2_op_prefix_ok_male-a.wav,"tem um carro mais rápido se aproximando de você, ele é o líder da classe"
3-a.wav,"tem um carro mais rápido se aproximando de você, é o líder da sua categoria"
3_male-a.wav,"tem um carro mais rápido atrás, ele é o líder da classe"
4-a.wav,"o líder da classe de uma classe mais rápida está atrás"
4-a.wav,"o líder da classe de uma classe mais rápida está atrás"
5_male-a.wav,"carro mais rápido se aproximando, este cara é o líder da categoria"
6_male-a.wav,"carro mais rápido se aproximando, esse cara é o líder da classe"
